TimeGenerated [Local Time],ContainerImage_s,ContainerName_s,RevisionName_s,Log_s
"1/11/2026, 오전 9:14:20",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-11 00:14:18 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-11T00:14, price=90,455.90, rsi=48.83, rsi_rt=48.83, position=0.2340, balance=4,314.42, pnl=5.12 | {'rsi_period': 14, 'bar_close': 90455.9, 'total_equity': 4319.543628989998}"
"1/11/2026, 오전 9:13:19",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-11 00:13:18 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-11T00:13, price=90,434.00, rsi=36.22, rsi_rt=36.22, position=0.2340, balance=4,314.42, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90434.0, 'total_equity': 4314.41902899}"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"✅ 주문 체결[2026-01-10T18:34:05] orderId=11571602118 side=SELL type=MARKET(Taker) | pos_usd $0.00 -> $-181.08 | pos +0.0000 -> -0.0020 | last=90,539.70 | rsi(14)=60.47 rsi_rt(14)=60.47 | reason=Entry Short (71.5 -> 60.5) | commission=8.6194 USDT (rate=0.04%)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"📤 Slack 알림 전송 시도: event=ENTRY, notifier=있음"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,✅ Slack 알림 전송 성공
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 1/5: BUY 0.238 @ 90,614.20 (현재가: 90,573.70)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 2/5: BUY 0.238 @ 90,631.40 (현재가: 90,614.20)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"⚠️ 부분 체결: 0.009/0.238, 남은 수량 0.22899999999999998"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 3/5: BUY 0.228 @ 90,631.40 (현재가: 90,631.40)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"⚠️ 부분 체결: 0.01/0.228, 남은 수량 0.218"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 4/5: BUY 0.218 @ 90,631.40 (현재가: 90,631.40)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 5/5: BUY 0.218 @ 90,631.40 (현재가: 90,573.70)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🚨 Chase Order 실패 → 시장가로 전환 (남은 수량: 0.1700)
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"📐 정밀도 보정: qty 0.17 -> 0.17, price None -> None"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🔔 이벤트 분류: EXIT (before_pos=-0.238000, after_pos=+0.000000, after_pos_api=+0.000000, side=BUY, executed_qty=+0.238000)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"✅ 주문 체결[2026-01-10T20:41:06] orderId=11573871228 side=BUY type=MARKET(Taker) | pos_usd $-21,548.45 -> $0.00 | pos -0.2380 -> +0.0000 | last=90,631.40 | rsi(14)=18.47 rsi_rt(14)=66.27 | reason=RSI Exit Short (51.4 -> 18.5) | commission=8.6331 USDT (rate=0.04%) | pnl=-34.41 (before fee) | pnl_after_fee=-43.05 (after fee)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"📤 Slack 알림 전송 시도: event=EXIT, notifier=있음"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,✅ Slack 알림 전송 성공
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 1/5: BUY 0.235 @ 90,631.40 (현재가: 90,601.80)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"⚠️ 부분 체결: 0.004/0.235, 남은 수량 0.23099999999999998"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 2/5: BUY 0.230 @ 90,666.40 (현재가: 90,631.40)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 3/5: BUY 0.230 @ 90,666.40 (현재가: 90,666.40)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"⚠️ 부분 체결: 0.024/0.230, 남은 수량 0.20600000000000002"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 4/5: BUY 0.206 @ 90,666.40 (현재가: 90,666.40)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"⚠️ 부분 체결: 0.003/0.206, 남은 수량 0.20299999999999999"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 5/5: BUY 0.202 @ 90,666.40 (현재가: 90,666.40)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"⚠️ 부분 체결: 0.009/0.202, 남은 수량 0.193"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🚨 Chase Order 실패 → 시장가로 전환 (남은 수량: 0.1170)
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"📐 정밀도 보정: qty 0.116 -> 0.116, price None -> None"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🔍 주문 크기 검증: order_value=$10517.30, max_order_value=$21365.41, total_equity=$4360.29, leverage=10, max_order_size=0.49"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🔔 이벤트 분류: ENTRY (before_pos=+0.000000, after_pos=+0.234000, after_pos_api=+0.234000, side=BUY, executed_qty=+0.235000)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"✅ 주문 체결[2026-01-10T20:46:06] orderId=11573959263 side=BUY type=MARKET(Taker) | pos_usd $0.00 -> $21,215.94 | pos +0.0000 -> +0.2340 | last=90,666.40 | rsi(14)=57.53 rsi_rt(14)=74.65 | reason=Entry Long (11.5 -> 57.5) | commission=8.5227 USDT (rate=0.04%)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"📤 Slack 알림 전송 시도: event=ENTRY, notifier=있음"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,✅ Slack 알림 전송 성공
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 1/5: SELL 0.234 @ 90,524.40 (현재가: 90,556.20)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"⚠️ 부분 체결: 0.005/0.234, 남은 수량 0.229"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 2/5: SELL 0.229 @ 90,524.40 (현재가: 90,524.40)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 3/5: SELL 0.229 @ 90,524.40 (현재가: 90,524.40)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"⚠️ 부분 체결: 0.016/0.229, 남은 수량 0.21300000000000002"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 4/5: SELL 0.213 @ 90,524.40 (현재가: 90,524.40)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"⚠️ 부분 체결: 0.024/0.213, 남은 수량 0.189"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 5/5: SELL 0.189 @ 90,524.40 (현재가: 90,524.40)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🚨 Chase Order 실패 → 시장가로 전환 (남은 수량: 0.1590)
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"📐 정밀도 보정: qty 0.159 -> 0.159, price None -> None"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🔔 이벤트 분류: EXIT (before_pos=+0.234000, after_pos=+0.000000, after_pos_api=+0.000000, side=SELL, executed_qty=+0.234000)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"✅ 주문 체결[2026-01-10T22:45:07] orderId=11576126086 side=SELL type=MARKET(Taker) | pos_usd $21,215.65 -> $0.00 | pos +0.2340 -> +0.0000 | last=90,554.70 | rsi(14)=70.83 rsi_rt(14)=70.18 | reason=RSI Exit Long (66.9 -> 70.8) | commission=8.4731 USDT (rate=0.04%) | pnl=-32.99 (before fee) | pnl_after_fee=-41.46 (after fee)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"📤 Slack 알림 전송 시도: event=EXIT, notifier=있음"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,✅ Slack 알림 전송 성공
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 1/5: SELL 0.233 @ 90,523.00 (현재가: 90,523.00)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 2/5: SELL 0.233 @ 90,522.90 (현재가: 90,522.80)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 3/5: SELL 0.233 @ 90,522.90 (현재가: 90,522.80)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 4/5: SELL 0.233 @ 90,522.90 (현재가: 90,522.80)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 5/5: SELL 0.233 @ 90,522.90 (현재가: 90,522.80)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🚨 Chase Order 실패 → 시장가로 전환 (남은 수량: 0.2330)
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"📐 정밀도 보정: qty 0.233 -> 0.233, price None -> None"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🔍 주문 크기 검증: order_value=$21091.81, max_order_value=$21146.65, total_equity=$4315.64, leverage=10, max_order_size=0.49"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"✅ 주문 체결[2026-01-10T22:46:07] orderId=11576143879 side=SELL type=MARKET(Taker) | pos_usd $0.00 -> $0.00 | pos +0.0000 -> +0.0000 | last=90,522.80 | rsi(14)=58.83 rsi_rt(14)=58.76 | reason=Entry Short (70.8 -> 58.8) | commission=8.4367 USDT (rate=0.04%)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,ℹ️ Slack 알림 건너뜀: event=None (ENTRY/EXIT 아님)
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,⚠️ IP 차단 감지. 53.5초 대기 후 재시도... (시도 1/5)
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 1/5: BUY 0.233 @ 90,428.00 (현재가: 90,428.10)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 2/5: BUY 0.233 @ 90,428.00 (현재가: 90,428.00)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 3/5: BUY 0.233 @ 90,428.00 (현재가: 90,428.00)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 4/5: BUY 0.233 @ 90,428.00 (현재가: 90,428.00)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 5/5: BUY 0.233 @ 90,428.00 (현재가: 90,428.10)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🚨 Chase Order 실패 → 시장가로 전환 (남은 수량: 0.2330)
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"📐 정밀도 보정: qty 0.233 -> 0.233, price None -> None"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🔔 이벤트 분류: EXIT (before_pos=-0.233000, after_pos=+0.000000, after_pos_api=+0.000000, side=BUY, executed_qty=+0.233000)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"✅ 주문 체결[2026-01-11T00:06:07] orderId=11577565542 side=BUY type=MARKET(Taker) | pos_usd $-21,091.75 -> $0.00 | pos -0.2330 -> +0.0000 | last=90,428.10 | rsi(14)=27.40 rsi_rt(14)=27.40 | reason=RSI Exit Short (30.3 -> 27.4) | commission=8.4279 USDT (rate=0.04%) | pnl=+22.00 (before fee) | pnl_after_fee=+13.57 (after fee)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"📤 Slack 알림 전송 시도: event=EXIT, notifier=있음"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,✅ Slack 알림 전송 성공
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 1/5: BUY 0.234 @ 90,433.90 (현재가: 90,434.00)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"⚠️ Chase Order 에러: Binance API error: 400 POST /fapi/v1/order | payload={'code': -5022, 'msg': 'Due to the order could not be executed as maker, the Post Only order will be rejected. The order will not be recorded in the order history'}"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 2/5: BUY 0.234 @ 90,433.80 (현재가: 90,434.00)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 3/5: BUY 0.234 @ 90,433.90 (현재가: 90,434.00)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 4/5: BUY 0.234 @ 90,433.90 (현재가: 90,434.00)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"🎯 Chase Order 시도 5/5: BUY 0.234 @ 90,433.90 (현재가: 90,434.00)"
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,🔄 Chase Order 취소 후 재시도: 가격 이동
"1/11/2026, 오전 9:13:07",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-11 00:13:06 - llmtrader.live - INFO - ORDER_FILLED | symbol=BTCUSDT, orderId=11577676689, side=BUY, type=MARKET(Taker), event=ENTRY, pos=+0.0000->+0.2340, pos_usd=$0.00->$21,161.56, price=90,434.00, rsi(14)=36.22, rsi_rt=36.22, commission=8.4646 (rate=0.04%), reason=Entry Long (25.3 -> 36.2) | {'entry_rsi': None, 'exit_rsi': None}"
"1/11/2026, 오전 9:12:19",autotraderbinance.azurecr.io/autotrader:6187d1404676f86f529fc9c25422064ba19d3db2,autotrader,autotrader--0000059,"2026-01-11 00:12:18 - llmtrader.live - INFO - TICK | symbol=BTCUSDT, bar_time=2026-01-11T00:12, price=90,420.00, rsi=25.29, rsi_rt=25.29, position=0.0000, balance=4,322.88, pnl=0.00 | {'rsi_period': 14, 'bar_close': 90420.0, 'total_equity': 4322.88365139}"
